posicao (populacao),municipio,populacao,posicao (pib),"PIB(R$1000,00)"
2749,Campo Alegre,11985,1333,495628
2749,Campo Alegre,11985,1422,456416
583,Vargem Grande,57813,1891,308636
584,Taquara,57740,643,1256709
585,Coruripe,57647,599,1378288
586,Taquaritinga,57547,570,1469101
587,Manicoré,57405,1331,495942
588,Alenquer,57390,1147,609244
589,Paudalho,57346,962,758422
590,Andradina,57245,440,1971995
591,Humaitá,57195,1220,555210
591,Humaitá,57195,3225,137572
4435,Humaitá,4712,1220,555210
4435,Humaitá,4712,3225,137572
592,Três Pontas,57127,645,1254491
593,Capivari,56973,456,1877375
594,Porto Ferreira,56848,438,1975018
595,Pirapora,56845,461,1836804
596,Mafra,56825,506,1659985
597,Trairi,56653,1069,658874
598,São Francisco,56625,1335,494981
598,São Francisco,56625,4960,47985
598,São Francisco,56625,5211,39324
598,São Francisco,56625,5405,31962
4771,São Francisco,3837,1335,494981
4771,São Francisco,3837,4960,47985
4771,São Francisco,3837,5211,39324
4771,São Francisco,3837,5405,31962
4945,São Francisco,3377,1335,494981
4945,São Francisco,3377,4960,47985
4945,São Francisco,3377,5211,39324
4945,São Francisco,3377,5405,31962
5159,São Francisco,2813,1335,494981
5159,São Francisco,2813,4960,47985
5159,São Francisco,2813,5211,39324
5159,São Francisco,2813,5405,31962
599,Naviraí,56484,566,1480663
600,Registro,56463,445,1950928
601,Canguçu,56370,683,1140454
602,Artur Nogueira,56247,712,1081069
603,Limoeiro,56149,976,743517
604,Nova Andradina,56057,432,2007865
605,Congonhas,55836,509,1646174
606,Rolim de Moura,55748,627,1297525
607,Acará,55744,805,932152
608,Piedade,55731,654,1217773
609,Ibiporã,55688,375,2437418
610,Olímpia,55477,420,2072343
611,São José do Rio Pardo,55298,486,1727261
612,Catu,55222,1251,534564
613,Granja,55170,1655,367676
614,Eusébio,55035,310,2955751
615,Capão da Canoa,55009,581,1441573
616,Jaguaquara,54913,1293,514487
617,Araci,54903,1613,381010
618,São Francisco do Sul,54751,236,3993553
619,Acopiara,54687,1567,396718
620,Boa Viagem,54680,1555,404556
621,Vigia,54650,1635,373286
622,Canoinhas,54558,535,1580506
623,Capitão Poço,54545,1428,453986
624,Campo Belo,54338,769,983869
625,Beberibe,54315,928,798631
626,Vargem Grande Paulista,54315,467,1805301
627,Barra,54225,1646,369461
628,Videira,54145,399,2205750
629,Ribeira do Pombal,54097,1243,537633
630,Marechal Cândido Rondon,54031,403,2199044
631,Porto Feliz,53698,448,1926483
632,Santo Estêvão,53666,988,726481
633,Inhumas,53655,694,1118705
634,Porto Nacional,53618,350,2627604
635,Tramandaí,53507,754,1011455
636,Itapajé,53448,1227,549959
637,Itupiranga,53439,1213,560412
638,Rondon do Pará,53242,1280,520490
639,Lagoa da Prata,53236,516,1631037
640,Paracambi,53093,843,892884
641,Itabirito,52996,239,3938104
642,Sapé,52977,1262,529881
643,Tobias Barreto,52861,1233,545079
645,Marechal Deodoro,52848,453,1900327
646,Prudentópolis,52776,672,1172168
647,São Joaquim da Barra,52737,551,1533653
648,Campos do Jordão,52713,661,1195551
649,Leopoldina,52690,740,1038715
650,Timbaúba,52587,1094,647078
651,Paraíso do Tocantins,52521,660,1196353
653,Delmiro Gouveia,52501,1380,475855
654,Óbidos,52473,1119,624485
655,Rurópolis,52473,1679,359148
656,Laranjal do Jari,52302,877,850522
657,Xanxerê,52290,528,1603411
658,Guaxupé,52234,451,1914080
659,Zé Doca,52190,1593,387438
660,Jaraguá,52160,1030,690979
661,Alta Floresta,52105,559,1491333
662,Rio Grande da Serra,52009,1144,610938
663,Pontal,51717,656,1213736
664,Brejo da Madre de Deus,51696,1699,353203
665,Jaru,51469,590,1413628
666,Bom Despacho,51436,657,1211510
667,Quirinópolis,51323,502,1673690
668,Estância Velha,51292,623,1310205
669,Caetité,51184,863,867208
670,Cabreúva,51130,221,4294324
671,Monte Alto,51039,518,1622754
672,Louveira,51007,66,13805962
673,Lago da Pedra,50959,1653,367937
674,Tucano,50903,1451,443926
675,Itararé,50778,853,875364
676,Nova Venécia,50751,807,929379
677,Cerquilho,50631,484,1743257
678,Bocaiuva,50521,929,797235
679,Macaúbas,50481,1787,328658
680,Brejo Santo,50195,1171,591148
681,Coelho Neto,49804,1743,339183
682,Iranduba,49718,1016,704369
683,Baião,49454,1689,356591
685,Santiago,49298,634,1271105
686,Jales,49291,594,1394460
687,Monte Santo,49145,1798,326103
688,Pacajá,49110,1185,580557
689,Pedreira,48992,690,1128534
690,Bom Conselho,48975,1366,481184
691,Maracaju,48944,379,2386370
692,Lapa,48651,455,1879102
693,Mauriti,48370,1642,371079
694,São Benedito,48354,1383,475132
695,Presidente Dutra,48264,1224,552913
695,Presidente Dutra,48264,3755,101161
2309,Presidente Dutra,15180,1224,552913
2309,Presidente Dutra,15180,3755,101161
696,Tremembé,48228,955,768606
697,Nova Mutum,48222,331,2783981
698,Santa Cruz do Rio Pardo,48207,424,2042409
699,Aquidauana,48184,819,917889
700,Conceição do Araguaia,48115,1216,559361
701,Monte Carmelo,48049,707,1091759
702,João Pinheiro,47990,574,1461889
703,Diamantina,47924,989,725681
704,Santana do Ipanema,47910,1295,513982
705,Cornélio Procópio,47840,577,1447867
706,Ribeirão,47813,1592,387477
707,Mairinque,47723,496,1706174
708,Lábrea,47685,1337,494952
709,Mata de São João,47643,728,1053089
710,Atalaia,47540,957,765632
710,Atalaia,47540,3031,153424
4760,Atalaia,3871,957,765632
4760,Atalaia,3871,3031,153424
711,Pederneiras,47523,489,1723581
712,Barras,47298,1648,369191
713,Dracena,47287,673,1166835
714,Sena Madureira,47168,1318,500512
715,São Mateus do Sul,47137,649,1238165
716,Capão Bonito,47098,912,814415
717,Araioses,47095,2068,269902
718,Toritama,47088,1120,624447
719,Niquelândia,47064,760,1001073
720,São Gabriel da Cachoeira,47031,1860,313522
721,Morrinhos,46955,633,1274548
721,Morrinhos,46955,3095,147891
1561,Morrinhos,22830,633,1274548
1561,Morrinhos,22830,3095,147891
722,Campo Maior,46950,1235,544346
723,Medianeira,46940,464,1822777
724,Augusto Corrêa,46937,1768,332775
725,Guajará-Mirim,46930,923,804570
726,Poções,46885,1447,444791
727,Sirinhaém,46845,1364,482239
728,Osório,46815,429,2026364
729,Guaramirim,46757,549,1536598
730,Xique-Xique,46562,1647,369322
731,São Lourenço,46539,772,976870
732,Santo Antônio da Platina,46503,682,1141374
733,Laguna,46424,887,841698
734,Livramento de Nossa Senhora,46372,1514,417739
735,Santos Dumont,46357,828,905917
736,Salto de Pirapora,46285,512,1633062
737,Goianira,46278,840,894071
738,Paraguaçu Paulista,46180,650,1235133
739,Serrana,46166,798,941115
740,Pontes e Lacerda,46105,666,1188803
741,São Bento,45989,1493,425736
741,São Bento,45989,2143,257972
1010,São Bento,34650,1493,425736
1010,São Bento,34650,2143,257972
742,Ipiaú,45969,1481,428906
743,Canela,45957,758,1001465
744,Mangaratiba,45941,259,3599066
745,Porangatu,45866,815,921704
746,Casimiro de Abreu,45864,601,1370025
747,Imbituba,45711,545,1547410
748,Timbó,45703,462,1832021
749,Jardinópolis,45544,719,1072305
749,Jardinópolis,45544,5258,37698
5536,Jardinópolis,1520,719,1072305
5536,Jardinópolis,1520,5258,37698
750,Marau,45523,454,1891799
751,Xinguara,45416,655,1217202
752,Uruará,45395,1297,511963
753,Mamanguape,45385,1117,625132
754,Caeté,45364,1191,577870
755,Barra de São Francisco,45301,935,784280
756,Currais Novos,45022,997,721841
757,Maragogipe,44902,1765,333586
758,Benjamin Constant,44873,2016,279664
759,Paraíba do Sul,44741,806,931047
760,Orlândia,44682,477,1781347
761,União,44649,1748,338803
762,Espírito Santo do Pinhal,44607,642,1259012
763,Panambi,44583,439,1972116
764,Presidente Epitácio,44572,875,853036
765,Teotônio Vilela,44570,1394,469034
766,São José de Mipibu,44566,961,762405
767,Igarapé,44561,1091,648111
768,São Sebastião do Passé,44554,1229,548334
769,Garça,44429,676,1159125
770,Queimadas,44388,1400,465617
770,Queimadas,44388,2505,206058
1424,Queimadas,25428,1400,465617
1424,Queimadas,25428,2505,206058
771,Seabra,44370,1392,470809
772,Itaberaí,44329,639,1263846
773,Santa Rita do Sapucaí,44226,543,1559508
774,Amontada,44195,1476,431303
775,Vera Cruz,44185,1161,597025
775,Vera Cruz,44185,1296,512864
775,Vera Cruz,44185,3281,133514
775,Vera Cruz,44185,3660,106732
1302,Vera Cruz,27325,1161,597025
1302,Vera Cruz,27325,1296,512864
1302,Vera Cruz,27325,3281,133514
1302,Vera Cruz,27325,3660,106732
2619,Vera Cruz,12789,1161,597025
2619,Vera Cruz,12789,1296,512864
2619,Vera Cruz,12789,3281,133514
2619,Vera Cruz,12789,3660,106732
2974,Vera Cruz,10804,1161,597025
2974,Vera Cruz,10804,1296,512864
2974,Vera Cruz,10804,3281,133514
2974,Vera Cruz,10804,3660,106732
776,Paraty,44175,532,1590363
777,Nova Viçosa,44170,1367,480306
778,Campina Grande do Sul,44072,562,1482914
779,Campo Verde,44033,376,2427047
780,Águas Belas,43923,1761,334409
781,Mombaça,43917,1841,318401
782,Catende,43778,1981,289182
783,Tarauacá,43730,1391,470838
784,Santa Quitéria,43719,1450,444117
785,Itápolis,43536,600,1373099
786,São Lourenço do Sul,43501,697,1108701
787,Santo Antônio da Patrulha,43397,637,1266970
788,Vargem Grande do Sul,43368,794,945585
789,Pedra Branca,43359,2008,281933
789,Pedra Branca,43359,5389,32503
4787,Pedra Branca,3802,2008,281933
4787,Pedra Branca,3802,5389,32503
790,Visconde do Rio Branco,43351,688,1130603
791,Rosário,43243,1870,311894
792,Estreito,43097,930,795179
793,Tietê,42946,485,1739795
794,Barreiros,42866,1479,429725
795,Santa Helena,42829,874,856285
795,Santa Helena,42829,2015,279770
795,Santa Helena,42829,4512,64482
795,Santa Helena,42829,4901,49396
1320,Santa Helena,27036,874,856285
1320,Santa Helena,27036,2015,279770
1320,Santa Helena,27036,4512,64482
1320,Santa Helena,27036,4901,49396
4046,Santa Helena,5853,874,856285
4046,Santa Helena,5853,2015,279770
4046,Santa Helena,5853,4512,64482
4046,Santa Helena,5853,4901,49396
5391,Santa Helena,2178,874,856285
5391,Santa Helena,2178,2015,279770
5391,Santa Helena,2178,4512,64482
5391,Santa Helena,2178,4901,49396
796,Mucuri,42729,437,1976299
797,Santo Antônio de Pádua,42705,732,1049371
798,Rio Negrinho,42684,705,1092305
799,Machado,42682,782,962423
800,Itarema,42595,951,770020
801,Eldorado do Sul,42490,533,1590085
802,Porto de Moz,42456,1954,295942
803,Paranaíba,42401,663,1192288
804,Itabaianinha,42399,1478,429848
805,Almenara,42380,1330,496223
806,Borba,42328,1953,295945
807,Santa Maria da Boa Vista,42266,1288,516496
808,Ituverava,42259,520,1619182
809,Paiçandu,42251,849,881681
810,Tuntum,42242,2029,277339
811,São Francisco de Itabapoana,42214,799,939627
812,Ipu,42148,1620,378293
813,Amarante do Maranhão,42017,2040,274034
814,Entre Rios,42014,1356,486050
814,Entre Rios,42014,4996,47076
4986,Entre Rios,3232,1356,486050
4986,Entre Rios,3232,4996,47076
815,Bom Jardim,42010,1081,653554
815,Bom Jardim,42010,1739,340009
815,Bom Jardim,42010,1910,303401
868,Bom Jardim,40038,1081,653554
868,Bom Jardim,40038,1739,340009
868,Bom Jardim,40038,1910,303401
1278,Bom Jardim,27779,1081,653554
1278,Bom Jardim,27779,1739,340009
1278,Bom Jardim,27779,1910,303401
816,Oliveira,41987,879,848005
817,Salinas,41864,1222,553718
818,Novo Horizonte,41765,636,1268736
818,Novo Horizonte,41765,4139,81223
818,Novo Horizonte,41765,4260,75730
2639,Novo Horizonte,12653,636,1268736
2639,Novo Horizonte,12653,4139,81223
2639,Novo Horizonte,12653,4260,75730
5328,Novo Horizonte,2366,636,1268736
5328,Novo Horizonte,2366,4139,81223
5328,Novo Horizonte,2366,4260,75730
819,São Mateus do Maranhão,41750,1640,371269
821,Charqueadas,41705,731,1050976
822,Andradas,41704,856,872682
823,Socorro,41690,906,822933
824,Goianésia do Pará,41678,1634,373567
825,Santa Maria de Jetibá,41588,603,1366854
826,Girau do Ponciano,41549,1812,323147
827,Américo Brasiliense,41545,791,948260
828,Muaná,41454,2123,261178
829,Colinas,41443,1813,322630
829,Colinas,41443,4432,68074
5297,Colinas,2466,1813,322630
5297,Colinas,2466,4432,68074
830,Dois Vizinhos,41424,555,1509718
831,Remanso,41324,1775,331213
832,São Manuel,41287,700,1104715
833,Guaíra,41283,256,3697276
833,Guaíra,41283,851,876824
1053,Guaíra,33497,256,3697276
1053,Guaíra,33497,851,876824
834,Sento Sé,41279,1397,467992
835,São Miguel do Oeste,41246,576,1449262
836,Promissão,41211,463,1826151
837,Rio Real,41209,883,843779
838,Brumadinho,41208,435,1988403
839,Juína,41190,748,1020697
840,Salinópolis,41164,1495,424970
841,Uruaçu,41150,920,804990
842,Colniza,41117,1264,528694
843,Curuçá,41093,2033,276234
844,Várzea Alegre,41078,1712,347514
845,Buritis,41043,1020,700922
845,Buritis,41043,1061,666233
1434,Buritis,25179,1020,700922
1434,Buritis,25179,1061,666233
846,Autazes,41005,1789,327908
847,Guaraciaba do Norte,40921,1437,450282
848,Araquari,40890,240,3925932
849,Lajedo,40883,1434,451194
850,Guariba,40857,846,889457
851,São Paulo de Olivença,40837,2278,235365
852,Jeremoabo,40832,1762,334392
853,Simão Dias,40724,1217,557970
854,Inhambupe,40720,1431,453581
855,Altos,40681,1636,372896
856,São Francisco do Conde,40664,95,10211680
857,Tucumã,40661,964,756892
858,Arcos,40658,651,1229696
859,Nanuque,40583,1097,643887
860,Pitangueiras,40430,669,1183500
860,Pitangueiras,40430,4002,87624
4964,Pitangueiras,3298,669,1183500
4964,Pitangueiras,3298,4002,87624
861,Pojuca,40401,864,867205
862,Boa Esperança,40308,897,833111
862,Boa Esperança,40308,2153,256367
862,Boa Esperança,40308,2593,195362
2312,Boa Esperança,15146,897,833111
2312,Boa Esperança,15146,2153,256367
2312,Boa Esperança,15146,2593,195362
4714,Boa Esperança,3991,897,833111
4714,Boa Esperança,3991,2153,256367
4714,Boa Esperança,3991,2593,195362
863,Santa Cruz,40295,1209,562201
863,Santa Cruz,40295,3764,100497
863,Santa Cruz,40295,4733,55392
2227,Santa Cruz,15713,1209,562201
2227,Santa Cruz,15713,3764,100497
2227,Santa Cruz,15713,4733,55392
3836,Santa Cruz,6579,1209,562201
3836,Santa Cruz,6579,3764,100497
3836,Santa Cruz,6579,4733,55392
864,Amambai,40247,833,902427
865,Ouro Branco,40220,272,3358283
865,Ouro Branco,40220,4219,77502
865,Ouro Branco,40220,4991,47198
2817,Ouro Branco,11573,272,3358283
2817,Ouro Branco,11573,4219,77502
2817,Ouro Branco,11573,4991,47198
4402,Ouro Branco,4813,272,3358283
4402,Ouro Branco,4813,4219,77502
4402,Ouro Branco,4813,4991,47198
866,Iturama,40101,487,1725281
867,Várzea da Palma,40101,1044,678519
869,Curitibanos,40037,558,1495509
870,Esperantina,39953,1750,338390
870,Esperantina,39953,4050,84973
2878,Esperantina,11280,1750,338390
2878,Esperantina,11280,4050,84973
871,Afuá,39910,1681,358261
872,Tijucas,39889,571,1466587
873,Jaíba,39850,1219,555399
874,São João Batista,39719,870,860226
874,São João Batista,39719,3407,123749
1734,São João Batista,20736,870,860226
1734,São João Batista,20736,3407,123749
875,Santa Maria da Vitória,39707,1472,432753
876,Presidente Venceslau,39648,996,721893
877,José de Freitas,39457,1832,319675
878,Torres,39381,674,1162766
879,Massapê,39341,2158,255874
880,Jacarezinho,39268,671,1178814
881,Marataízes,39259,523,1611924
882,Igarapé-Açu,39234,1904,304459
883,Rosário do Sul,39210,814,921813
884,Pedreiras,39153,1206,564179
885,Canaã dos Carajás,39103,231,4087532
886,São Gabriel da Palha,39085,1202,569116
887,Penalva,38987,2659,188144
888,Santa Helena de Goiás,38962,746,1029013
889,Rio Brilhante,38844,419,2076920
890,Careiro,38820,2054,272381
891,Pedro II,38812,1977,289623
892,Iperó,38771,1205,564350
893,São Fidélis,38749,1055,669706
895,Nova Olinda do Norte,38665,2284,234152
896,Itaitinga,38661,1066,663523
897,Bodocó,38605,2206,247381
898,Matozinhos,38469,757,1003317
899,Aliança,38408,1859,313660
900,Capelinha,38321,1153,605890
901,São Gonçalo dos Campos,38315,884,843419
902,Rio Pardo,38257,857,872294
903,Dom Pedrito,38222,604,1363474
904,Bonito,38101,1038,681801
904,Bonito,38101,1559,402879
904,Bonito,38101,3040,152240
904,Bonito,38101,3251,136234
1592,Bonito,22401,1038,681801
1592,Bonito,22401,1559,402879
1592,Bonito,22401,3040,152240
1592,Bonito,22401,3251,136234
2097,Bonito,16999,1038,681801
2097,Bonito,16999,1559,402879
2097,Bonito,16999,3040,152240
2097,Bonito,16999,3251,136234
2123,Bonito,16769,1038,681801
2123,Bonito,16769,1559,402879
2123,Bonito,16769,3040,152240
2123,Bonito,16769,3251,136234
905,Presidente Figueiredo,38095,1446,444819
906,Portão,38081,715,1077214
907,Ipueiras,38064,2201,248507
907,Ipueiras,38064,5287,36598
5414,Ipueiras,2088,2201,248507
5414,Ipueiras,2088,5287,36598
908,Pentecoste,38045,1553,404997
909,Guaratuba,37974,960,762614
910,Castelo,37956,866,866647
911,Posse,37924,1338,494435
912,Esplanada,37902,1212,560653
913,Porteirinha,37823,1754,335614
914,Igrejinha,37754,531,1593833
915,Nossa Senhora da Glória,37715,1221,554327
916,José Bonifácio,37707,597,1389991
917,Santaluz,37704,1719,345892
918,Extrema,37649,142,7529547
919,Custódia,37633,1484,428296
920,Amargosa,37631,1749,338784
921,Agudos,37582,423,2063022
922,Nova Cruz,37554,1413,462001
923,Afogados da Ingazeira,37546,1552,405163
924,São Caetano,37488,1707,350502
925,Água Preta,37386,2255,239879
926,Itaqui,37363,613,1338664
927,Bom Jesus do Itabapoana,37306,985,727922
928,Vassouras,37262,818,918199
929,Petrolândia,37246,714,1078385
929,Petrolândia,37246,2872,167122
4037,Petrolândia,5873,714,1078385
4037,Petrolândia,5873,2872,167122
930,Oeiras,37138,1561,401082
931,Pimenta Bueno,37098,716,1076411
932,Aguaí,36981,797,942709
933,Campo Novo do Parecis,36917,312,2933729
934,Brejo,36900,2035,274984
935,Gramado,36864,490,1720061
936,Campos Novos,36861,442,1964428
937,São João da Barra,36731,207,4688058
938,Fraiburgo,36723,827,907522
939,Araçuaí,36715,1583,392695
940,Araguatins,36573,1605,383398
941,Itambé,36495,1336,494960
941,Itambé,36495,2369,222495
941,Itambé,36495,2752,180202
1585,Itambé,22474,1336,494960
1585,Itambé,22474,2369,222495
1585,Itambé,22474,2752,180202
3968,Itambé,6110,1336,494960
3968,Itambé,6110,2369,222495
3968,Itambé,6110,2752,180202
942,Guarantã do Norte,36439,980,740449
943,São Pedro,36298,979,741439
943,São Pedro,36298,4649,58982
4033,São Pedro,5889,979,741439
4033,São Pedro,5889,4649,58982
944,Colinas do Tocantins,36271,1071,657821
945,Rio das Pedras,36233,662,1194153
946,Aparecida,36211,733,1048666
946,Aparecida,36211,4331,72217
3366,Aparecida,8482,733,1048666
3366,Aparecida,8482,4331,72217
947,Ilhabela,36194,161,6153610
948,Sertânia,36189,2020,278620
949,Itapicuru,36173,1851,316174
950,Itiúba,36140,2129,259981
951,Baturité,36127,1651,368416
952,Barra Bonita,36125,598,1387795
952,Barra Bonita,36125,5196,39958
5515,Barra Bonita,1625,598,1387795
5515,Barra Bonita,1625,5196,39958
953,Eirunepé,36121,1469,433725
954,Marialva,36103,578,1446708
955,São Gotardo,36084,963,757567
956,Santana do Paraíso,36048,1347,490210
957,Apodi,35904,1390,471251
958,Cravinhos,35858,744,1035236
959,Bariri,35844,679,1146339
960,Ibaté,35830,821,915873
961,Turiaçu,35811,1988,286823
962,Garibaldi,35794,466,1812742
963,Riacho de Santana,35757,2210,246714
963,Riacho de Santana,35757,5419,31379
4636,Riacho de Santana,4194,2210,246714
4636,Riacho de Santana,4194,5419,31379
964,Matinhos,35705,971,746001
965,Peixoto de Azevedo,35695,1322,499851
966,Porto União,35685,1019,702997
967,Barra do Bugres,35642,625,1308782
968,Missão Velha,35566,1133,616366
969,Curralinho,35530,1112,630977
970,Paracuru,35526,1381,475781
971,Morro do Chapéu,35466,1601,384595
972,Poço Redondo,35461,1944,297783
973,Ouro Preto do Oeste,35445,941,777713
974,Camamu,35444,1880,310302
975,Além Paraíba,35438,813,922183
976,Araçoiaba da Serra,35389,1057,668034
977,João Câmara,35360,735,1046277
978,Pilar,35310,1471,433003
